meeting_date,publish_date_raw,title,description,detail_url,solr_id,categories,text_source,pdf_url,full_text_chars,repo_rate_widget_pct,inflation_headline_widget_pct,rate_action,rate_change_bps,policy_rate_pct,rate_raw_sentence,vote_unanimous,vote_breakdown_json,vote_raw_sentence,raw_text_file,scrape_status,error_message,policy_rate_source,in_scope_inflation_targeting,policy_rate_final,rate_action_final,rate_source_final,is_english
2001-07-26,"Jul 26, 2001, 2:00:00 AM",2001-07-26: Statement of the Monetary Policy Committee : made a detailed analysis of recent economic developments to decide on the most appropriate monetary policy stance,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2001/4326,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2001/4326,Statements > Monetary Policy Statements,html,,25839,,,cut,,,The endorsement of lower inflation expectations by the Reserve Bank when it lowered the repurchase rate by 100 basis points on 15 June 2001 gave further impetus to the decline in bond yields.,,[],,data\raw_texts\2001-07-26_4326.txt,ok,,,True,,cut,regex_fallback_no_series_coverage,True
2001-09-20,"Sep 20, 2001, 2:00:00 AM",2001-09-20: Statement of the Monetary Policy Committee : evaluated the monetary policy stance,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2001/4325,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2001/4325,Statements > Monetary Policy Statements,html,,27315,,,cut,50,9.5,"After carefully analysing the current and likely future economic and price developments, the Committee decided to lower the repurchase rate by 50 basis points to 9,5 per cent effective from 21 September 2001.",,[],,data\raw_texts\2001-09-20_4325.txt,ok,,extracted,True,9.5,cut,regex_fallback_no_series_coverage,True
2001-11-15,"Nov 15, 2001, 2:00:00 AM",2001-11-15: Statement of the Monetary Policy Committee : assessed recent international and domestic economic developments to decide on the appropriate monetary policy stance.,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2001/4324,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2001/4324,Statements > Monetary Policy Statements,html,,30675,,,,,,,,[],,data\raw_texts\2001-11-15_4324.txt,ok,,,True,,,no_data,True
2002-01-15,"Jan 15, 2002, 2:00:00 AM",2002-01-15: Statement of the Monetary Policy Committee: to discuss the appropriate monetary policy stance in view of the effects of recent economic developments on the outlook for inflation,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4323,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4323,Statements > Monetary Policy Statements,html,,2481,,,,,,,,[],,data\raw_texts\2002-01-15_4323.txt,ok,,,True,10.5,hike,official_series,True
2002-03-14,"Mar 14, 2002, 2:00:00 AM",2002-03-14: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4322,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4322,Statements > Monetary Policy Statements,html,,13907,,,,,,,,[],,data\raw_texts\2002-03-14_4322.txt,ok,,,True,11.5,hike,official_series,True
2002-06-13,"Jun 13, 2002, 2:00:00 AM",2002-06-13: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4321,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4321,Statements > Monetary Policy Statements,html,,17839,,,hike,,,"In view of these risks, the Monetary Policy Committee has decided to increase the repurchase rate of the South African Reserve Bank by a further 100 basis points to 12,5 per cent with effect from 14 June 2002.",,[],,data\raw_texts\2002-06-13_4321.txt,ok,,,True,12.5,hike,official_series,True
2002-09-12,"Sep 12, 2002, 2:00:00 AM",2002-09-12: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4320,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4320,Statements > Monetary Policy Statements,html,,18207,,,hike,,,"In view of these accommodating monetary developments, the Monetary Policy Committee has decided to increase the repurchase rate by a further 100 basis points to 13,50 per cent with effect from 13 September 2002.",,[],,data\raw_texts\2002-09-12_4320.txt,ok,,,True,13.5,hike,official_series,True
2002-11-28,"Nov 28, 2002, 2:00:00 AM",2002-11-28: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4319,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2002/4319,Statements > Monetary Policy Statements,html,,14079,,,hold,0,9.5,"The Committee therefore decided to keep the repurchase rate of the Bank unchanged at 13,5 per cent per annum.",,[],,data\raw_texts\2002-11-28_4319.txt,ok,,extracted,True,13.5,hold,official_series,True
2003-03-20,"Mar 20, 2003, 2:00:00 AM",2003-03-20: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4318,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4318,Statements > Monetary Policy Statements,html,,34445,,,hold,0,13.5,"Taking this into consideration as well as the risks identified above, the Monetary Policy Committee has decided to maintain the repurchase rate at its current level of 13,5 per cent per annum.",,[],,data\raw_texts\2003-03-20_4318.txt,ok,,extracted,True,13.5,hold,official_series,True
2003-06-12,"Jun 12, 2003, 2:00:00 AM",2003-06-12: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4317,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4317,Statements > Monetary Policy Statements,html,,21541,,,,,,,,[],,data\raw_texts\2003-06-12_4317.txt,ok,,,True,12.0,cut,official_series,True
2003-08-14,"Aug 14, 2003, 2:00:00 AM",2003-08-14: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4316,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4316,Statements > Monetary Policy Statements,html,,19513,,,,,,,,[],,data\raw_texts\2003-08-14_4316.txt,ok,,,True,11.0,cut,official_series,True
2003-09-10,"Sep 10, 2003, 2:00:00 AM",2003-09-10: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4315,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4315,Statements > Monetary Policy Statements,html,,13091,,,,,,,,[],,data\raw_texts\2003-09-10_4315.txt,ok,,,True,10.0,cut,official_series,True
2003-10-16,"Oct 16, 2003, 2:00:00 AM",2003-10-16: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4314,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4314,Statements > Monetary Policy Statements,html,,21041,,,,,,,,[],,data\raw_texts\2003-10-16_4314.txt,ok,,,True,8.5,cut,official_series,True
2003-12-11,"Dec 11, 2003, 2:00:00 AM",2003-12-11: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4313,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2003/4313,Statements > Monetary Policy Statements,html,,23115,,,,,,,,[],,data\raw_texts\2003-12-11_4313.txt,ok,,,True,8.0,cut,official_series,True
2004-02-26,"Feb 26, 2004, 2:00:00 AM",2004-02-26: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4310,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4310,Statements > Monetary Policy Statements,html,,22965,,,,,,,,[],,data\raw_texts\2004-02-26_4310.txt,ok,,,True,8.0,hold,official_series,True
2004-04-22,"Apr 22, 2004, 2:00:00 AM",2004-04-22: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4309,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4309,Statements > Monetary Policy Statements,html,,21431,,,,,,,,[],,data\raw_texts\2004-04-22_4309.txt,ok,,,True,8.0,hold,official_series,True
2004-06-10,"Jun 10, 2004, 2:00:00 AM",2004-06-10: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4308,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4308,Statements > Monetary Policy Statements,html,,19609,,,,,,,,[],,data\raw_texts\2004-06-10_4308.txt,ok,,,True,8.0,hold,official_series,True
2004-08-12,"Aug 12, 2004, 2:00:00 AM",2004-08-12: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4307,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4307,Statements > Monetary Policy Statements,html,,25797,,,,,,,,[],,data\raw_texts\2004-08-12_4307.txt,ok,,,True,7.5,cut,official_series,True
2004-10-14,"Oct 14, 2004, 2:00:00 AM",2004-10-14: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4306,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4306,Statements > Monetary Policy Statements,html,,20801,,,,,,,,[],,data\raw_texts\2004-10-14_4306.txt,ok,,,True,7.5,hold,official_series,True
2004-12-09,"Dec 9, 2004, 2:00:00 AM",2004-12-09: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4305,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2004/4305,Statements > Monetary Policy Statements,html,,25821,,,,,,,,[],,data\raw_texts\2004-12-09_4305.txt,ok,,,True,7.5,hold,official_series,True
2005-02-10,"Feb 10, 2005, 2:00:00 AM",2005-02-10: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4304,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4304,Statements > Monetary Policy Statements,html,,22765,,,,,,,,[],,data\raw_texts\2005-02-10_4304.txt,ok,,,True,7.5,hold,official_series,True
2005-04-14,"Apr 14, 2005, 2:00:00 AM",2005-04-14: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4303,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4303,Statements > Monetary Policy Statements,html,,25321,,,,,,,,[],,data\raw_texts\2005-04-14_4303.txt,ok,,,True,7.0,cut,official_series,True
2005-06-09,"Jun 9, 2005, 2:00:00 AM",2005-06-09: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4302,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4302,Statements > Monetary Policy Statements,html,,22783,,,,,,,,[],,data\raw_texts\2005-06-09_4302.txt,ok,,,True,7.0,hold,official_series,True
2005-08-11,"Aug 11, 2005, 2:00:00 AM",2005-08-11: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4301,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4301,Statements > Monetary Policy Statements,html,,24163,,,,,,,,[],,data\raw_texts\2005-08-11_4301.txt,ok,,,True,7.0,hold,official_series,True
2005-10-13,"Oct 13, 2005, 2:00:00 AM",2005-10-13: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4300,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4300,Statements > Monetary Policy Statements,html,,21751,,,hold,0,13.5,At this meeting the MPC has decided therefore that the repurchase rate will remain unchanged at 7 per cent per annum.,,[],,data\raw_texts\2005-10-13_4300.txt,ok,,extracted,True,7.0,hold,official_series,True
2005-12-08,"Dec 8, 2005, 2:00:00 AM",2005-12-08: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4299,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2005/4299,Statements > Monetary Policy Statements,html,,21957,,,,,,,,[],,data\raw_texts\2005-12-08_4299.txt,ok,,,True,7.0,hold,official_series,True
2006-02-02,"Feb 2, 2006, 2:00:00 AM",2006-02-02: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4296,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4296,Statements > Monetary Policy Statements,html,,21547,,,,,,,,[],,data\raw_texts\2006-02-02_4296.txt,ok,,,True,7.0,hold,official_series,True
2006-04-13,"Apr 13, 2006, 2:00:00 AM",2006-04-13: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4295,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4295,Statements > Monetary Policy Statements,html,,22925,,,,,,,,[],,data\raw_texts\2006-04-13_4295.txt,ok,,,True,7.0,hold,official_series,True
2006-06-08,"Jun 8, 2006, 2:00:00 AM",2006-06-08: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4294,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4294,Statements > Monetary Policy Statements,html,,23015,,,,,,,,[],,data\raw_texts\2006-06-08_4294.txt,ok,,,True,7.5,hold,official_series,True
2006-08-03,"Aug 3, 2006, 2:00:00 AM",2006-08-03: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4293,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4293,Statements > Monetary Policy Statements,html,,22871,,,,,,,,[],,data\raw_texts\2006-08-03_4293.txt,ok,,,True,8.0,hold,official_series,True
2006-10-12,"Oct 12, 2006, 2:00:00 AM",2006-10-12: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4292,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/4292,Statements > Monetary Policy Statements,html,,25187,,,,,,,,[],,data\raw_texts\2006-10-12_4292.txt,ok,,,True,8.5,hike,official_series,True
2006-12-07,"Dec 7, 2006, 2:00:00 AM",2006-12-07: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/6600,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2006/6600,Statements > Monetary Policy Statements,html,,24983,,,,,,,,[],,data\raw_texts\2006-12-07_6600.txt,ok,,,True,9.0,hike,official_series,True
2007-02-15,"Feb 15, 2007, 2:00:00 AM",2007-02-15: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4290,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4290,Statements > Monetary Policy Statements,html,,25151,,,,,,,,[],,data\raw_texts\2007-02-15_4290.txt,ok,,,True,9.0,hold,official_series,True
2007-04-12,"Apr 12, 2007, 2:00:00 AM",2007-04-12: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4289,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4289,Statements > Monetary Policy Statements,html,,24467,,,,,,,,[],,data\raw_texts\2007-04-12_4289.txt,ok,,,True,9.0,hold,official_series,True
2007-06-07,"Jun 7, 2007, 2:00:00 AM",2007-06-07: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4288,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4288,Statements > Monetary Policy Statements,html,,26729,,,,,,,,[],,data\raw_texts\2007-06-07_4288.txt,ok,,,True,9.5,hike,official_series,True
2007-08-16,"Aug 16, 2007, 2:00:00 AM",2007-08-16: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4287,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4287,Statements > Monetary Policy Statements,html,,24371,,,,,,,,[],,data\raw_texts\2007-08-16_4287.txt,ok,,,True,10.0,hike,official_series,True
2007-10-11,"Oct 11, 2007, 2:00:00 AM",2007-10-11: Statement of the Monetary Policy Committee,---,https://www.resbank.co.za/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4286,/content/sarb-project/en/home/publications/publication-detail-pages/statements/monetary-policy-statements/2007/4286,Statements > Monetary Policy Statements,html,,23109,,,,50,10.5,"Monetary policy stance Having considered the above developments and in particular the risks which are on the upside, the MPC has decided to adjust the repurchase rate by 50 basis points to 10,5 per cent per annum with effect from Friday, 12 October 2007.",,[],,data\raw_texts\2007-10-11_4286.txt,ok,,extracted,True,10.5,hike,official_series,True
